Filename,MaxFeret,MinFeret,SolidArea,Perimeter,Radius
0,849.9441158099748,303.62930785265553,237298.0,2180.4565926535893,425.7102404339193
1,2171.427640977244,590.4955724903841,933689.0,5312.106592653589,1100.5684888585365
10,740.7084446663208,508.430858000244,276391.0,2357.3405926535897,371.31106642646824
100,1383.974349473284,374.2866180147806,495083.0,3374.9265926535895,692.3268036973722
1000,1658.3347068671028,251.66881461162654,400767.0,3791.2505926535896,832.5655242684039
1001,914.7546119041981,306.2124831066704,261354.0,2372.3315926535897,457.50175284219216
1002,915.496040406511,309.14983325706095,261989.0,2337.2955926535897,457.9365313929683
1003,917.7673997260962,313.16220612673345,265497.0,2352.7115926535894,459.13109315436236
1004,916.7971422294029,308.3400884653881,262849.0,2343.91259265359,459.2478001055138
1005,1822.8252796140391,1047.3942246359845,1560936.0,5035.53059265359,911.6870147233648
1006,2023.1129479097306,252.01797625689755,489596.0,4457.220592653591,1024.3493629116106
1007,2021.0158336836453,278.62588317690467,487865.0,4826.65959265359,1019.7486688858893
1008,1632.890075908357,254.59736694484144,391801.0,3716.466592653589,824.7288643754565
1009,1829.2102120860795,252.10152412318,409326.0,4057.74859265359,984.3826542596275
101,2014.072491247522,377.04879048440444,735253.0,4706.34359265359,1009.7730214394072
1010,1458.6929080515886,804.2470528807038,980100.0,3994.3935926535896,729.5766746729644
1011,1460.7682910030599,805.4375689085094,979122.0,4004.4355926535895,730.4736938562327
1012,1316.3605129294938,1239.5451372877828,1020142.0,5494.693592653589,737.4836536438407
1013,2508.926662937759,807.6569268028853,1903742.0,6376.787592653591,1256.6109573101617
1014,2775.977845732923,1708.3399265734736,1046428.0,11267.75259265359,1518.8105973237489
1015,1737.046343653502,1223.1097516182158,1515263.0,4881.55059265359,869.3175277243016
1016,3262.7848534649047,1824.0,2567411.0,15351.890592653588,1887.7599589678703
1017,2505.2971879599436,812.15656336166,1900688.0,6391.97559265359,1255.6421479837243
1018,2804.268353777862,875.9443964851066,2023638.0,6707.965592653589,1542.606488358177
1019,2786.8613169657365,629.4781872246858,1535698.0,6482.17459265359,1413.0402438947092
102,1433.8758663147937,527.7819724751866,699651.0,3682.2095926535894,717.847742574957
1020,812.9058986131174,449.6474382243431,305270.0,2268.6885926535897,407.2623727728018
1021,521.0806079677117,28.63449052830055,10932.0,1170.52859265359,284.3878513883447
1022,1315.5230898771788,71.59721440113256,48243.0,3034.6965926535895,676.8247029577246
1023,1783.1828285400238,458.1396844711471,139018.0,5248.17759265359,1037.4561530356157
1024,1610.3099080611782,92.91577671968916,126973.0,3792.9255926535893,831.057334557584
1025,689.0718395058675,334.65604908962143,178603.0,1864.30259265359,344.547983435353
1026,1265.1142240920383,108.96529598184617,43773.0,2938.1525926535896,676.5201782524871
1027,1808.2657437445416,105.0044143050948,173133.0,3843.6085926535898,905.2391393018456
1028,1402.9272967620238,234.28493906924356,52043.0,4774.78459265359,829.6338188229412
1029,1879.1173459898666,130.06030886629574,181847.0,4203.19859265359,994.2131642913548
103,1363.1951437706928,253.65976141178976,335406.0,3200.4685926535894,682.4475814608126
1030,2194.0567449361924,1612.5568960162568,2251701.0,8901.253592653591,1126.186781740399
1031,813.66332103641,455.8966202227461,307353.0,2379.70959265359,407.11973791757555
1032,1179.8919442050615,558.149022651846,576028.0,3372.29859265359,591.6631432961415
1033,1176.0756778371024,556.0870403143135,573897.0,3197.9155926535896,588.7494284522858
1034,1877.1587572712117,980.5267230549875,226583.0,5456.633592653589,1315.5331898796567
1035,1382.5501799211484,87.37133926785486,109517.0,2869.7255926535895,718.1509992297252
1036,1724.2905787598563,265.03803770555055,200240.0,3909.5855926535896,900.149042369422
1037,2662.13823833399,1403.179891637858,2110300.0,8813.43159265359,1471.4656899562722
1038,1547.8607818534585,1084.8556252043513,1193075.0,4343.44859265359,775.754292339499
1039,1766.8525688353286,1421.0,1429573.0,6672.766592653589,936.1446659909153
104,1432.2014523103933,528.7228868475078,699720.0,3711.4825926535896,716.6588712471086
1040,2199.1782556218586,102.53136769128315,205775.0,4710.45759265359,1110.5649540123957
1041,1874.1616792582224,125.26919978564572,210414.0,3993.2485926535896,946.3040884578681
1042,1696.1426826773743,136.88966675086368,135367.0,3643.2145926535895,877.0776505197194
1043,1626.044279839882,139.13098753858054,146496.0,4417.69259265359,815.9775356992421
1044,1176.938825937865,557.5341178525305,575872.0,3209.78759265359,589.4177675827706
1045,1178.9168757804766,563.0,576217.0,3414.462592653589,590.8757227548517
1046,1805.4539595348313,122.5272412894889,194007.0,3829.4705926535894,946.9250282996832
1047,784.7808611325839,99.00906573623526,33867.0,1768.03159265359,425.5525417655016
1048,2005.4151689862126,1176.638788494569,773271.0,5782.26059265359,1206.570701163849
1049,1160.4693016189615,662.0174351316675,603530.0,3533.681592653589,619.9096191831406
105,1373.90865780808,147.5873425316811,164870.0,3095.6105926535897,789.0952939686213
1050,1233.925848663525,652.9866080899574,691234.0,3539.6315926535895,624.7513107512646
1051,2063.1766768747652,97.78736188757483,162909.0,4344.50359265359,1034.9149295400598
1052,2360.444873323671,1255.7301564288553,670144.0,7403.704592653589,1697.6308024909163
1053,1533.3548186900512,944.3452317128335,586650.0,4413.681592653589,916.8436544056265
1054,1128.7134268714979,603.7630155394419,81075.0,3811.69259265359,890.7166381859087
1055,1800.8403593878054,891.1188783128215,186292.0,5005.85359265359,1128.30608643571
1056,1625.937575677492,187.93062338841887,169155.0,3290.891592653589,922.2872758344637
1057,904.635285626202,538.8173739798999,392016.0,2814.3315926535893,454.12188100452255
1058,901.0049944367678,534.4678828594092,342796.0,5592.75959265359,450.57626011977015
1059,764.1969641394816,493.13396732093577,196702.0,2144.2855926535894,467.3904084704741
106,1016.620381460061,316.04881105583996,54524.0,5073.776592653589,512.193144404389
1060,2532.6738834678263,90.5976221943382,190472.0,5276.639592653591,1270.1852785444933
1061,2231.6173507122585,106.99872096869296,160805.0,4802.73859265359,1118.943689511544
1062,1884.352408653965,88.27373629737639,126911.0,4691.48959265359,968.2898794937008
1063,1860.9881783611631,79.48027251725912,132044.0,4316.84459265359,961.3225535321901
1064,2649.0454884731594,1732.7250356090908,1692774.0,8546.41859265359,1406.3643025584029
1065,1119.4681773056348,628.0721995609038,441772.0,3769.73859265359,580.4533388277307
1066,2348.0868808457662,1812.0,2859317.0,6496.51559265359,1330.476764604657
1067,1756.947637239084,751.447417286302,860255.0,7604.85259265359,880.716131394953
1068,2337.4695719944675,1663.5014089157187,2365286.0,8769.17359265359,1242.6656283409404
1069,2515.178920077059,1763.0,2857250.0,8729.82959265359,1323.9703562970171
107,688.6000290444374,479.52742661874817,237495.0,1949.1325926535899,344.43405735675947
1070,949.0426755420433,283.66647991132476,130961.0,2308.1475926535895,484.5921791488357
1071,2572.6503843313026,1794.2728625064547,3077482.0,6873.4425926535905,1353.759729882445
1072,2033.1711683967978,1455.311054856469,2015315.0,6355.90059265359,1046.9485417226401
1073,937.723306738187,623.3416792065273,392646.0,3374.1855926535895,474.2353054414114
1074,935.7569128785531,614.4687260334462,390908.0,3601.4835926535893,474.3696981020547
1075,1187.6194676747261,405.5241579539232,215844.0,6022.21859265359,608.3988353935496
1076,3084.171363591848,1822.471973837898,2982080.0,10340.50459265359,1698.266712170543
1077,2427.8784977836103,1528.9176373979196,2874634.0,6859.74959265359,1216.0854518058222
1078,1784.4539781120723,130.5454862527337,213688.0,4447.54359265359,899.9965994091973
1079,432.09373982968094,217.0477041628244,80697.0,1185.13559265359,216.14316479921885
108,561.8896688852715,66.84533400056198,14259.0,1360.7275926535897,285.8098158856248
1080,462.1958459354649,251.8278866430979,94763.0,1255.09259265359,231.5547014352316
1081,433.3774336533918,215.21838714277555,80477.0,1183.2575926535899,217.22330025147411
1082,453.894260814124,253.0,94957.0,1246.2225926535898,227.04232937811432
1083,458.62838987572496,254.82762439746807,95115.0,1262.6835926535898,229.38440263744903
1084,457.1389285545479,254.48209594607482,95109.0,1250.92859265359,228.99756231078288
1085,458.03274992078894,254.04858383012802,95062.0,1251.06959265359,229.4414666128214
1086,456.0877108627243,252.93144818722726,95326.0,1272.1255926535898,228.15935677303673
1087,2511.5949116049746,1025.6352545084835,198391.0,7586.87459265359,1426.2128328115305
1088,1783.6201949966814,129.30263088872454,210202.0,4739.72659265359,928.2241328459353
1089,633.2282368940918,341.0,89573.0,5398.44359265359,363.3803653829804
109,2531.4079086547863,294.09761564833997,344077.0,5871.084592653589,1278.0154496463972
1090,738.2987200313976,307.0,105569.0,4049.90659265359,420.09546104025645
1091,856.0864442332912,472.5445256937183,132801.0,7583.011592653589,454.41124145046297
1092,3038.632093557889,1506.1909278117841,307218.0,8428.423592653591,1720.4262602094734
1093,1854.6185591651993,907.2660671052525,1166270.0,5085.749592653589,1059.6877826787215
1094,609.2626691337654,247.0,47719.0,4542.27459265359,352.4538335068263
1095,2173.0635057448276,134.36004912531138,220650.0,4616.727592653589,1089.0106660893005
1096,2850.9928095314444,144.16800499612734,311761.0,6138.11459265359,1441.8828792883958
1097,931.9195244225759,405.1543083530482,137418.0,4557.04759265359,583.1201648514838
1098,2440.6411043002613,1519.7225084260167,1438735.0,14245.23559265359,1407.8497778390586
1099,2015.8501928466808,124.64048648627816,173041.0,4633.81459265359,1019.1686004103715
11,1912.537581330103,189.88432618592014,332015.0,4004.62959265359,979.8054600350907
110,359.1127956506145,174.41330224498358,52043.0,975.5615926535896,182.59935494550535
1100,2435.251527050132,1511.0,1427276.0,14651.791592653588,1419.0737956139453
111,586.7069114984074,447.38335678088015,200264.0,1704.7775926535899,321.6904519143852
112,2276.4061588389714,699.7022810897697,360062.0,7590.57359265359,1318.421655604299
113,902.9695454443632,451.07322442541243,241161.0,2409.4655926535893,552.6080144320154
114,1280.5600337352405,417.88575047047357,501311.0,3213.8685926535895,644.0472083862173
115,1388.4163640637487,338.85349592997017,260336.0,3379.8465926535896,731.8359671717
116,909.5339465902304,659.3181992064818,489268.0,2542.4285926535895,455.2653330522076
117,357.0616193320139,175.36248173426378,51925.0,972.8495926535898,181.07564126546828
118,696.7101262361557,483.41125271252844,238089.0,1943.7325926535898,348.58825210555955
119,966.0957509481138,361.30389064575934,125969.0,4037.00459265359,541.8542379054159
12,1166.0295879607859,456.27975076580384,324687.0,3042.29259265359,646.5062210660657
120,1041.359207958522,361.9765307665048,211357.0,3405.6815926535896,541.3005365550674
121,1911.134741455976,99.36093030118167,165674.0,4952.87859265359,979.3326395185725
122,1196.565919621648,97.83032133133841,112125.0,2579.38559265359,598.6918001313051
123,1195.5873033785529,97.32325289076798,110248.0,2657.53759265359,602.0710419435006
124,881.5191432975237,472.61265232139453,309094.0,2539.85959265359,457.3029313872067
125,1904.6976137959537,728.1143875565471,1274070.0,4905.9515926535905,953.591132889031
126,1894.6939066772766,727.1280761247228,1265488.0,4866.525592653589,949.2392134169979
127,686.2106090698394,480.2638520152914,237900.0,1927.2865926535899,343.8324286958067
128,688.9716975319088,480.8882186069895,238047.0,1945.85559265359,344.6944519890894
129,570.6391153785377,66.66666799946687,13986.0,1376.0605926535898,292.9368154096825
13,2399.1652715059045,414.59434580102874,953368.0,5656.01059265359,1199.7594120820374
130,664.7255072584472,378.02012338381627,206482.0,1839.24459265359,332.7034040886443
131,662.1857745376293,379.20244712435755,206509.0,1853.56959265359,331.79271686254793
132,1198.0972414624782,96.35015302954709,109475.0,2597.6985926535895,602.9794986799415
134,1193.7625392011596,101.09709918203768,112094.0,2585.3105926535895,597.9242110662154
135,1193.7859942217449,95.22692685812567,109068.0,2568.5845926535894,597.071437167298
136,1910.263070888405,98.12031024391784,162774.0,4671.949592653589,990.2134087357716
137,1441.1679291463572,94.91407403674627,123123.0,3187.5875926535896,747.7103612440994
138,663.4282176694024,378.88011879681056,206325.0,1839.4355926535898,331.9913569333636
139,693.0007215003459,433.55114250695664,236135.0,1961.5515926535898,347.07244822015525
140,694.194497241227,433.17096446829504,235976.0,1943.3565926535898,347.2341468076894
141,1067.8225508013961,321.63639315289527,232187.0,2416.0045926535895,655.9213413554629
142,1578.7415874676894,707.0210952504626,896734.0,4221.286592653591,850.4867842772219
143,2792.521620328122,535.7508842331551,1442252.0,6511.051592653591,1404.760144123191
144,1082.076245003096,928.6774441029401,283985.0,4624.755592653591,626.8444064859209
145,2154.529414976737,1344.349508549597,820912.0,11993.50559265359,1156.0407614868748
146,1204.513594775916,695.3360261067226,179044.0,4395.58559265359,727.7071301547899
147,1722.3338816849653,526.692302935914,276674.0,6927.191592653591,904.3812968129271
148,2696.390550346889,1007.2500060477424,1754130.0,11938.50559265359,1449.0888741522217
149,360.01111093964863,176.36976395765643,52810.0,984.1565926535898,182.83175435247435
15,1936.4529428829403,1083.7043567447788,1741444.0,5307.917592653589,969.1155982706433
150,1648.2551380171699,93.0,112389.0,3387.4955926535895,830.4483366740448
151,349.2763948508402,180.09752080279108,52216.0,967.2255926535897,177.32797700434614
152,1430.4226648092515,790.6854155958673,303549.0,4010.09559265359,808.1684665494364
153,350.21850322334484,179.7931902593937,52065.0,976.2585926535897,178.09681768433464
154,358.50383540486706,173.13821385552973,51950.0,974.8285926535897,181.81584441364555
155,358.2010608582839,173.2411465854675,51681.0,972.2715926535897,181.56598565829208
156,356.91035288990986,176.15822998571835,51933.0,978.0115926535898,181.04631853266477
157,356.384623686264,176.3091421607724,51877.0,974.0495926535898,180.50849354932632
158,689.6035092718133,480.44697367870367,237488.0,1950.5965926535898,344.9143333697959
159,2732.722086125847,289.1839917419455,356691.0,6720.22059265359,1367.4274159874076
16,1941.9006153765954,864.0200010739899,1229180.0,6597.27759265359,1056.6840244698935
160,1016.7325115289665,329.4208708423828,96840.0,4754.0585926535905,666.3580292824104
161,1167.246760543802,526.3053229602975,524555.0,3267.9785926535897,588.3541243037021
162,1824.5700863491104,649.1194554604041,520465.0,7559.79159265359,1025.5551439309402
163,2561.859090582462,457.02735913699803,373028.0,6345.25759265359,1420.4476889548544
164,2214.5482609326896,1316.6823263128556,2344648.0,6135.74459265359,1108.2755716590775
165,518.4013888870284,322.6900386599636,139625.0,1451.1765926535898,271.58438351084425
166,572.3259560774786,429.4792358195322,186710.0,1653.1735926535896,286.2426510030581
167,579.1942679274373,436.667004795573,186884.0,1640.5285926535898,289.85906141143676
168,2043.483545321567,1057.7760681533564,176371.0,5773.55559265359,1161.6406768514375
169,2370.104639040226,572.2593587048382,206515.0,5938.020592653591,1260.0844319335
17,916.445852192043,569.5669307892169,390719.0,4490.46759265359,465.7393031057917
170,1892.2433775812244,726.7187670069944,1260689.0,4890.28959265359,950.9170344804711
171,1094.1233934067948,418.1842783972627,424777.0,3054.7685926535896,556.2945833544077
172,2371.2732866542397,61.18388056610272,42753.0,4758.72559265359,1218.8059535678888
173,2035.6546858443355,57.705431331824315,110387.0,4184.712592653589,1018.3714862904072
174,1597.668613949714,99.2263634629049,152500.0,3380.895592653589,799.9797774267042
175,662.3790455622823,378.8277866417362,206014.0,1840.90759265359,331.61635445636483
176,664.8623917774264,378.2038445256234,205820.0,1858.3905926535897,332.4561190013174
177,2626.4683512275565,1656.0,2867861.0,9044.87159265359,1318.7835281135017
178,1689.6869532549513,766.0,315357.0,4201.16959265359,992.0916547363744
179,981.2257640319071,31.73113192010323,27913.0,2029.1225926535897,491.6220682728394
18,872.7897799584961,554.8241473264595,356088.0,2450.93559265359,440.27724268277035
180,447.37121051761926,238.51569531669585,82236.0,1137.5225926535898,229.99666006998876
182,1919.8541611278706,436.1912768331129,329753.0,4410.9065926535895,1065.9992784739184
183,1891.7338607742897,725.0,1264564.0,4879.967592653589,946.521436308588
184,1888.863414860905,863.7174723250541,1440951.0,5043.718592653589,944.8883724548948
185,2009.9385562747932,866.53778413339,1567509.0,5290.41059265359,1006.4154516707133
186,1669.448411901368,860.9078993038939,1230282.0,4515.04159265359,835.6979436323735
187,1665.5128339343412,856.5770560434214,1226198.0,4506.060592653591,833.6283213428377
188,1693.904660835432,693.9835424732519,1030463.0,7776.16859265359,868.182190005271
189,918.5951230003346,130.58697372470473,109374.0,2088.8455926535894,463.8044352803976
19,1711.0073056536023,68.89700174295926,97932.0,3526.5765926535896,866.3718756508785
190,1765.1997054157923,1026.8831096639074,1024504.0,4896.02859265359,987.2986976520199
191,588.9261413793754,348.0,54705.0,3729.6535926535894,376.4191906346915
192,1115.1188277488636,53.16135241622657,55072.0,2337.44859265359,558.4349516136908
193,2699.601822491606,756.4757869501221,386764.0,7592.9065926535895,1397.5954618591754
194,1904.07589134467,1129.772022316115,876478.0,7724.86859265359,1192.8151877310868
195,2593.391794542429,1619.0,3058029.0,5851.39159265359,1345.9176791649643
196,2338.0130453015013,39.30759685488592,64940.0,4989.6345926535905,1177.2133077863664
197,692.1192093852042,482.3949311162478,237803.0,1958.55359265359,346.4351762732052
198,688.1453334870477,480.8947909732833,238137.0,1932.91859265359,344.4402183533456
199,3010.225406842484,602.3460876505732,767576.0,8637.00459265359,1583.5308644707281
2,2070.076327095211,1161.5488178309079,1512373.0,5779.37259265359,1080.1090994208819
20,2372.87673510446,1200.3329435510987,852086.0,7580.55959265359,1372.1610002926957
200,1534.7605676456508,38.97738243510846,45486.0,3161.4835926535893,773.8598308197086
203,1333.0401344295676,314.68812820659065,237161.0,3374.78559265359,708.4758265510507
204,302.42023741806696,48.82616587377059,14039.0,683.4045926535897,151.36084876835204
205,1251.5989773086267,312.7825235285278,225434.0,2923.180592653589,669.7308316527018
206,289.9137802864845,52.0,14185.0,663.9205926535897,145.0365452618506
207,310.64449134018133,199.01986648131822,26149.0,869.8005926535897,159.71503035868736
208,302.1340761979688,193.41421779063802,25808.0,913.6665926535898,158.92755597476435
209,2381.4323421000227,69.08651087001151,151525.0,4889.619592653589,1200.1095973539777
21,1120.7698247187066,437.1436228414809,370269.0,2778.7195926535896,581.0467909350579
210,2232.883337749646,76.0199832872434,102098.0,4646.26959265359,1129.481641836365
211,2168.6274461050243,452.85766029753546,489656.0,5285.979592653591,1233.6063567927297
212,2381.444309657482,323.9455953540067,454396.0,5339.7325926535905,1239.333102193924
213,2288.204536312259,326.32832053173854,428801.0,5040.61559265359,1150.3232399879118
214,2249.027567638956,491.94354092739013,651892.0,5475.364592653589,1170.0467428135807
215,218.97945109073592,124.31416182529209,23309.0,599.6615926535897,112.93123639568994
216,993.6609079560291,128.92157845071932,123629.0,2228.14059265359,497.2122864415984
217,642.1993459977984,359.98342792303856,128777.0,1658.8475926535898,370.9880561835557
218,368.6366775023885,165.49715556785674,38980.0,910.7625926535898,205.45804177198752
219,336.8085509603341,124.175346779999,31628.0,1409.8835926535896,192.9851325575564
220,847.5104719117045,48.85279196087483,34166.0,1771.21659265359,436.5965158161019
221,1847.6823320040705,100.07428916603963,171359.0,3903.0075926535897,927.9433128930765
222,931.0005370567732,203.41696472630184,181391.0,2224.2625926535898,466.58942527086344
223,935.3555473722279,202.87190747374885,181933.0,2230.9715926535896,468.32975200953354
224,1151.250190010842,770.5969002830991,488871.0,4740.93259265359,579.7875336687069
225,1863.4698816991918,277.71711730580836,368839.0,4382.25359265359,938.3982471194573
226,2415.2184166240536,87.6340101695449,180685.0,4978.85959265359,1225.9305475224405
227,1610.747031659534,316.8327847666962,292359.0,3681.3795926535895,829.3106713490489
228,1657.2344432819395,106.65129576533316,141334.0,3618.91959265359,837.6841063498985
229,275.1817581163403,49.88151642114916,12762.0,628.6735926535897,137.87963411882276
23,2184.9267722283053,704.8252218723964,1450827.0,5475.85059265359,1093.6891402764436
230,2006.2714173311647,115.97364185205201,165622.0,4249.06359265359,1008.2415962653142
231,184.39088914585776,126.50883416231164,16676.0,534.3185926535898,100.49971365544604
232,1658.4824388578854,94.0,121602.0,3518.76759265359,834.3226982951121
233,1197.0647434453995,123.1514095838098,135608.0,2510.3195926535896,615.0838176524912
234,230.05434140654683,27.28303834252555,5019.0,566.1785926535897,128.13482316057681
235,1485.2127793686668,582.0823484628633,792649.0,3841.6035926535897,743.4240982794239
236,1470.154413658647,1290.0289334088902,1121864.0,5855.22959265359,737.3540452131782
237,1605.1479682571323,264.3582219505305,375355.0,4024.9085926535895,842.0671798016914
238,1941.7785661604157,364.10350846709616,681651.0,4611.83659265359,972.2135775268875
239,1949.2588335056994,365.56800777558357,686625.0,4540.514592653591,975.9972411152485
24,2238.498827339429,208.59493408920494,455043.0,4822.81559265359,1121.7311450898071
240,1353.2331654227219,636.3546505430326,758054.0,3660.97059265359,677.091137801454
241,2694.9962894223063,63.54602917424057,104237.0,5488.63659265359,1367.9835786785363
242,1062.602465647431,366.3461972767066,299554.0,2784.1495926535895,545.0037354685501
243,2819.051258845784,42.00500029871488,77995.0,5684.69559265359,1419.0515066080945
244,2190.2337774767334,749.0273281195455,1532457.0,5534.46759265359,1096.4475107187725
245,813.022139919941,556.8360952175358,322639.0,2616.95959265359,413.65732351173847
246,813.4476012626751,558.6893084100973,321203.0,2620.591592653589,414.97816930286757
247,1098.0719466410205,162.19274539892834,155198.0,2501.5095926535896,558.9866319481098
248,1766.8256846672791,1060.1887044878638,1482297.0,4970.90459265359,886.3658865344004
249,1223.3057671735223,610.8454464748011,409887.0,3359.5475926535896,635.303255299221
25,2549.660369539441,96.0,231631.0,5184.19759265359,1280.7408958448145
250,1221.4303091048625,608.0469245370989,642753.0,3404.098592653589,611.2145130227537
251,1235.042509389859,609.5778848724648,645594.0,3421.4775926535895,622.1322718194651
252,1219.9491792693661,612.5046604841982,640738.0,3370.9115926535897,610.2956837709713
253,772.0783638983804,224.5364993014271,81914.0,1765.7565926535897,392.6280917161921
254,764.0026177965623,227.27405973523497,82592.0,1761.4985926535899,387.665321182272
255,765.0993399552766,228.59098752580718,83125.0,1836.01359265359,387.31566647985204
